addressnbr,addressline1,city,state,zip,streetaddress,lat,lng,tradename,owner,phone,county
6504,HWY 78 SUITE 140,SACHSE,TX,75048,6504 HWY 78 SUITE 140,32.97201789,-96.58087959,HOT SHOTS LIQUOR BEER AND WINE,THE BAIANI GROUP INC.,214-771-5043,Dallas
1405,WEILER BOULEVARD,FORT WORTH,TX,76112,1405 WEILER BOULEVARD,32.759406,-97.2380065,HOTSHOT LIQUOR,NMS INVESTMENTS INC.,682-553-7898,Tarrant
106,1ST STREET,KENEDY,TX,781192034,106 1ST STREET,28.81848277,-97.84776265,HOUSE OF BOOZE,"ROSSETT, EARL LAWRENCE",830-583-6666,Karnes
370,LOOP 1604 SOUTH WEST #2,SAN ANTONIO,TX,782643717,370 LOOP 1604 SOUTH WEST #2,29.18830921,-98.50118983,HOUSE OF LIQUOR,JP & GS ENTERPRISES INC,(210) 626-1505,Bexar
123,RANDALL ROAD,LAKEHILLS,TX,78063,123 RANDALL ROAD,29.59998039,-98.9307132,HOUSE OF LIQUOR,GS & SK ENTERPRISES INC.,830-612-2064,Bandera
7627,CULEBRA ROAD SUITE 106,SAN ANTONIO,TX,782511410,7627 CULEBRA ROAD SUITE 106,29.4604836,-98.6393402,HOUSE OF LIQUOR 2,RW & GS ENTERPRISES INC.,,Bexar
232,BHWY 83 EAST,SAN JUAN,TX,78589,232 BHWY 83 EAST,26.16785128,-98.15483749,HOUSE OF LIQUOR RR,"BOCANEGRA, ROLAND JR",956-223-2022,Hidalgo
14110,STUEBNER AIRLINE,HOUSTON,TX,77069,14110 STUEBNER AIRLINE,29.9902879,-95.4992319,HOUSTON LIQUOR & BAR SUPPLY #254 RESTAURANT & BAR SUPPLY SPEC'S,SPEC'S FAMILY PARTNERS LTD.,(713) 526-8787,Harris
5630,RICHMOND AVENUE,HOUSTON,TX,77057,5630 RICHMOND AVENUE,29.73160325,-95.47759211,HOUSTON WINE & SPIRITS,RMJA ENTERPRISES LLC,281-673-0144,Harris
3708,DOWLING STREET,HOUSTON,TX,77004,3708 DOWLING STREET,29.7311457,-95.3678974,HTX FINE WINE & SPIRITS,HTX FINE WINE & SPIRITS LLC,225-933-8772,Harris
8249,FM 1264 NORTH SUITE 1,LUBBOCK,TX,79415,8249 FM 1264 NORTH SUITE 1,33.6788836,-101.8717234,HUB CITY BEER BARN,HUB CITY BEER BARN LLC,306-745-2276,Lubbock
1815,S MAGNOLIA AVENUE,LULING,TX,78648,1815 S MAGNOLIA AVENUE,29.6567682,-97.6572843,HUBER PACKAGE STORE,"POWELL, CHRISTIAN TURNER",830-875-3155,Guadalupe
4622,BENBROOK HWY,FORT WORTH,TX,76116,4622 BENBROOK HWY,32.7070854,-97.449319,HUGOS LIQUOR,DEVANGANA LLC.,817-244-7533,Tarrant
801,W PALESTINE STREET SUITE 105,HUTCHINS,TX,75141,801 W PALESTINE STREET SUITE 105,32.6489476,-96.7083651,HUTCHINS LIQUOR,SITALSABIN LLC,972-225-1838,Dallas
200,HWY 79E SUITE 1,THORNDALE,TX,76577,200 HWY 79E SUITE 1,30.62969412,-97.16966714,HWY 79 WINE & SPIRITS,RIEGER ENTERPRISES LLC,512-898-4099,Milam
13881,IH 20,BALCH SPRINGS,TX,75181,13881 IH 20,32.7053,-96.5798,I-20 LIQUOR,ONE 53 #3 INC.,972-557-1691,Dallas
107,IH 30 NORTHEAST 'A',CUMBY,TX,75433,107 IH 30 NORTHEAST 'A',33.10765232,-95.80426869,I-30 BEVERAGE,COMBY LIQUOR LLC,903-994-2128,Hopkins
200,VILLAGE PARK DRIVE SUITE 214,ALVARADO,TX,76009,200 VILLAGE PARK DRIVE SUITE 214,32.41756137,-97.22546508,I-35 LIQUOR DEPOT,I-35 LIQUOR DEPOT LP,817-790-0425,Johnson
1812,S GRAND STREET,AMARILLO,TX,79103-4820,1812 S GRAND STREET,35.1918238,-101.7957055,I-40 & GRAND ST. LIQUOR,"LUU, HIEN JOHN",806 350-7676,Potter
1817,S EASTERN STREET,AMARILLO,TX,79118-6900,1817 S EASTERN STREET,35.1913112,-101.7780005,I-40 EASTERN LIQUOR,"LUU, HIEN JOHN",806-350-7676,Potter
11365,HWY 12 'A',MAURICEVILLE,TX,77626,11365 HWY 12 'A',30.20621381,-93.87626928,IB CHEAPERS PACKAGE,ASHOO & KAYAAN INVESTMENT LLC,(409) 293-9899,Orange
201,N WICKHAM STREET SUITE 100,ALVORD,TX,76225,201 N WICKHAM STREET SUITE 100,33.35981705,-97.69412608,ICE HOUSE LIQUOR,ICE HOUSE LIQUOR INC.,940-427-2043,Wise
1004,MAPLE STREET SUITE 105,SANGER,TX,76266,1004 MAPLE STREET SUITE 105,33.36531767,-97.17852599,IMPERIAL ALE & SPIRITS,IMPERIAL IMAGE II INC.,,Denton 
717,IH 35E SOUTH SUITE 132,DENTON,TX,76205,717 IH 35E SOUTH SUITE 132,33.19025351,-97.12816794,IMPERIAL ALE & SPIRITS,IMPERIAL IMAGE INC.,,Denton 
1605,S JEFFERSON AVENUE,MOUNT PLEASANT,TX,75455,1605 S JEFFERSON AVENUE,33.13896473,-94.96810891,IN & OUT PACKAGE STORE,JAHNU LLC,210-885-6731,Titus
3223,WURZBACH ROAD,SAN ANTONIO,TX,78238,3223 WURZBACH ROAD,29.4664365,-98.6242041,INGRAM WINE & LIQUORS,HARJAP LIQUORS INC.,(210) 520-9975,Bexar
2775,HWY 87 SUITE 1,CRYSTAL BEACH,TX,77650,2775 HWY 87 SUITE 1,29.47094066,-94.60291199,ISLAND LIQUOR,TOP SHELF LIQUOR LLC,409 698 8001,Galveston
15222,HWY 69 NORTH,VILLAGE MILLS,TX,776635222,15222 HWY 69 NORTH,30.51240292,-94.39544387,ISLAND LIQUOR,TOP SHELF LIQUOR LLC,409-834-6900,Hardin
1012,W ADAMS,PORT OCONNOR,TX,77982,1012 W ADAMS,28.44466293,-96.41476458,ISLAND LIQUOR & GIFTS,"PARKER, JOYCE GAIL",361-552-0032,Calhoun
636,CYPRESS STATION DRIVE SUITE C,HOUSTON,TX,77090,636 CYPRESS STATION DRIVE SUITE C,30.03121917,-95.44016766,ISLE OF RUM,LVJ HOLDINGS LLC,504-231-0296,Harris
6450,FM 1960 WEST,HOUSTON,TX,77069,6450 FM 1960 WEST,29.9770331,-95.51816815,ISW CHAMPIONS,VELEZ INC.,281-397-0057,Harris
5960,HWY 7E SUITE A,CENTER,TX,75935,5960 HWY 7E SUITE A,31.73268427,-94.20157425,J & B LIQUOR,"KHOURN, VISAL LY",936-598-9104,Shelby
11971,HWY 59 NORTH,LIVINGSTON,TX,77351,11971 HWY 59 NORTH,30.85498599,-94.85472421,J & C LIQUOR BEER & WINE,PAULLE & CONNIE CORPORATION,936-398-4930,Polk
248,FM 2990,LADONIA,TX,75449,248 FM 2990,33.42303684,-95.95712842,J & J CUT RATE #1,SOU LEE LLC,(903) 367-7602,Fannin
729,S RAUL LONGORIA SUITE A,EDINBURG,TX,78542,729 S RAUL LONGORIA SUITE A,26.29117001,-98.138245,J & R LIQUOR STORE,"CHAPA, MYRNA LETICIA",956-287-1495,Hidalgo
8189,ANTOINE DRIVE,HOUSTON,TX,77088,8189 ANTOINE DRIVE,29.88824313,-95.47546593,J C LIQUOR,"NHEM, JUSTIN",(281) 931-0502,Harris
5608,GULFTON 'B',HOUSTON,TX,77081,5608 GULFTON 'B',29.71657849,-95.4786727,J D LIQUOR BEER & WINE,"GUPTA, ARUN",(713) 667-9922,Harris
5710,IH 45W SOUTH,ANGUS,TX,751098774,5710 IH 45W SOUTH,32.04520575,-96.35403444,J J'S CUT RATE BEVERAGE,AKYM CORPORATION,(903) 874-3997,Navarro
5313,SCOTT,HOUSTON,TX,77004,5313 SCOTT,29.7106915,-95.3556989,J'S GOOD SPIRITS LIQUOR,THE BAJ GROUP INC.,281-657-5441,Harris
2203,AVE F NORTHWEST,CHILDRESS,TX,79201-2221,2203 AVE F NORTHWEST,34.43677234,-100.2324361,J'S LIQUOR,J'S LIQUOR INC.,940-937-6111,Childress
600,HWY 287,ESTELLINE,TX,79233,600 HWY 287,34.52343996,-100.5286014,J'S LIQUOR,J'S LIQUOR INC.,(806) 888-1199,Hall
304,SWISHER ROAD,LAKE DALLAS,TX,75065,304 SWISHER ROAD,33.13054393,-97.03784512,J'S LIQUOR & CIGARS,BJ OUTLET LLC,940-497-5499,Denton 
800,N ZARAGOZA SUITE W,EL PASO,TX,79907,800 N ZARAGOZA SUITE W,31.70513412,-106.3169965,J.C. DISCOUNT LIQUOR,"MAYORGA, RIGOBERTO PICHARDO",915-858-5081,El Paso
13985,HWY 29 WEST,LIBERTY HILL,TX,78642,13985 HWY 29 WEST,30.669305,-97.9147865,J.J.'S LIQUORS,RIO GABRIEL LIQUORS LLC,(512) 778-5599,Williamson
1812,W BROADWAY,VAN HORN,TX,79855,1812 W BROADWAY,31.09148132,-104.6388708,J/BREAK LIQUOR STORE,"MENDOZA, JAVIER (ET AL)",,Culberson
115,S CHURCH STREET,JACKSBORO,TX,76458,115 S CHURCH STREET,33.31798073,-98.00016304,JACK LIQUOR,UMIA CORPORATION,682-465-3336,Jack
2351,HWY 380 EAST,CROSS ROADS,TX,76227,2351 HWY 380 EAST,33.27391526,-96.99051085,JACOB'S LIQUOR,"THONG, SINA",940-440-0514,Denton 
7340,HWY 78 SUITE 100,SACHSE,TX,75048,7340 HWY 78 SUITE 100,32.98857413,-96.57591875,JACOB'S LIQUOR,SACHSE LIQUOR 4U LIMITED LIABILITY COMPANY,,Collin
11410,MANCHACA ROAD UNIT 300,AUSTIN,TX,78748,11410 MANCHACA ROAD UNIT 300,30.1541902,-97.8337447,JACOB'S LIQUOR,YACOUB ENERGY LLC,,Travis
5400,E 14TH STREET,PLANO,TX,75094-3702,5400 E 14TH STREET,33.0097528,-96.6313033,JACOB'S SPIRIT,SPIRIT 4U LLC,214-727-6181,Collin
16708,SAN LUIS PASS ROAD 'D',JAMAICA BEACH,TX,77554,16708 SAN LUIS PASS ROAD 'D',29.1816346,-94.975809,JAMAICA BEACH LIQUOR,DS LIQUOR LLC,,Galveston
6256-58,WESTHEIMER ROAD,HOUSTON,TX,77057-4416,6256-58 WESTHEIMER ROAD,29.73769226,-95.49414415,JAMES LIQUOR,HERO TXPLUS CORPORATION,713-782-1111,Harris
4748,HWY 7 EAST,CENTER,TX,75935-5424,4748 HWY 7 EAST,31.73268427,-94.20157425,JAMES LIQUOR STORE,TAILOR KRIPA ENTERPRISES LLC,,Shelby
5601,MCCART AVENUE 'B',FORT WORTH,TX,76133,5601 MCCART AVENUE 'B',32.66263795,-97.35551281,JAMESTIC LIQUOR,TRIDEVI ENTERPRISES LLC,817-386-4777,Tarrant
11290,HOMESTEAD ROAD,HOUSTON,TX,770162424,11290 HOMESTEAD ROAD,29.8832874,-95.3001439,JAY'S DISCOUNT LIQUOR,"VU, HOA LAN",(281) 449-1616,Harris
2610,FM 1960E SUITE C,HOUSTON,TX,77073,2610 FM 1960E SUITE C,29.99988088,-95.39954308,JAY'S DISCOUNT LIQUOR #3,"NGUYEN, CHINH VAN",281-443-1844,Harris
3601,7TH STREET,BAY CITY,TX,77414,3601 7TH STREET,28.9829912,-95.94658506,JAY'S DISCOUNT LIQUOR STORE,JAY'S DISCOUNT LIQUOR STORE LLC,979-244-0707,Matagorda
202,EL PASO STREET SUITE F,BALMORHEA,TX,79718,202 EL PASO STREET SUITE F,30.98423673,-103.7474898,JB'S LIQUOR STORE,"MENDOZA, JAVIER (ET AL)",915-764-8446,Reeves
100,HWY 281 NORTH,JOHNSON CITY,TX,78636,100 HWY 281 NORTH,30.2771384,-98.4032301,JC LIQUORS,RVC INC.,830-868-7500,Blanco
3130,FALL CREEK HWY,GRANBURY,TX,76049,3130 FALL CREEK HWY,32.4460038,-97.6903253,JC'S LIQUOR,LIQUORLAND TEXAS LLC,(81) 732-6308,Hood
2129,FM 2920 SUITE 150,SPRING,TX,77388,2129 FM 2920 SUITE 150,30.07045243,-95.45513226,JD LIQUOR,GENO INVESTMENTS L.L.C.,281-907-0811,Harris
9839,HWY 59 SOUTH,NACOGDOCHES,TX,75964,9839 HWY 59 SOUTH,31.465482,-94.7259068,JD'S LIQUOR STORE,668 JD'S LIQUOR INC.,936-569-7066,Nacogdoches
8781,W BELLFORT STREET,HOUSTON,TX,77031,8781 W BELLFORT STREET,29.65562321,-95.52940641,JELLO'S LIQUOR,PETER BUSINESS INC.,713-995-1515,Harris
1210,MADRID,CASTROVILLE,TX,78009,1210 MADRID,29.35730484,-98.88667816,JENN'S BEER WINE & SPIRITS,J.L. BLACK LLC,830 538-3366,Medina
6402,IH 45 'B',LA MARQUE,TX,77568,6402 IH 45 'B',29.36382762,-94.97973919,JERID'S LIQUOR BEER AND WINE,JB LIQUOR INC.,(409) 986-9662,Galveston
15655,JOHN F KENNEDY BOULEVARD,HOUSTON,TX,77032,15655 JOHN F KENNEDY BOULEVARD,29.944138,-95.3326629,JFK LIQUORS,JFK LIQUORS INC.,281-590-3300,Harris
7520,W BELLFORT STREET,HOUSTON,TX,77071,7520 W BELLFORT STREET,29.65609705,-95.50940521,JIM'S LIQUOR,Z&C TXPLUS CORPORATION,,Harris
2579,FM 219,CLIFTON,TX,76634-4642,2579 FM 219,31.81438669,-97.53989033,JIM'S PACKAGE STORE,GBM VENTURE LLC,254-675-6308,Bosque
2051,W NW HWY SUITE 10,DALLAS,TX,752202337,2051 W NW HWY SUITE 10,32.86694281,-96.90726081,JIMMY'S LIQUOR,JIMMY'S LIQUOR OF TEXAS INC.,(972) 506-9911,Dallas
406,HWY 302 EAST,KERMIT,TX,797455242,406 HWY 302 EAST,31.84541614,-103.0944187,JIMMY'S LIQUOR,KERMIT ENTERPRISES INC.,432-586-9282,Winkler
2649,GULFWAY DRIVE,PORT ARTHUR,TX,77640,2649 GULFWAY DRIVE,29.89690207,-93.9307234,JJ DISCOUNT LIQUOR,"BELL, JOSIE M",409-985-9022,Jefferson
30070,HWY 281 NORTH SUITE 218,BULVERDE,TX,78163-3116,30070 HWY 281 NORTH SUITE 218,29.73467774,-98.4391873,JJ LIQUOR,J & G LIQUOR LLC,,Comal
1505,E UNIVERSITY DRIVE SUITE 700,COLLEGE STATION,TX,77840,1505 E UNIVERSITY DRIVE SUITE 700,30.639833,-96.3159459,JJ'S LIQUORS JJ'S WHOLESALE BAR & RESTAURANT SUPPLY SPEC'S WINES,SPEC'S FAMILY PARTNERS LTD.,,Brazos
1219,N TEXAS AVENUE SUITE 100,BRYAN,TX,778032759,1219 N TEXAS AVENUE SUITE 100,30.6599292,-96.3701889,JJ'S LIQUORS SFP DISTRIBUTION SPEC'S LIQUOR & BEER SPEC'S #58,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Brazos
3505,LONGMIRE DRIVE 'G',COLLEGE STATION,TX,77845,3505 LONGMIRE DRIVE 'G',30.5826635,-96.2857169,JJ'S LIQUORS SFP DISTRIBUTION SPEC'S LIQUOR WINE & BEER SPE,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Brazos
700,N LBJ DRIVE SUITE 110,SAN MARCOS,TX,78666-4657,700 N LBJ DRIVE SUITE 110,29.8920961,-97.9400908,JN LIQUOR #1,SR ENTERPRISES LLC,512-667-7660,Hays
1004,N SHEPHERD,HOUSTON,TX,77008,1004 N SHEPHERD,29.7311881,-94.9560285,JO'S LIQUOR,"TRAN, NICHOL JAMES",713-861-5266,Harris
1140,HWY 124,WINNIE,TX,77665,1140 HWY 124,29.81616799,-94.41544539,JOE'S BEVERAGE BARN,"SULLIVAN, DOUGLAS FRANCIS",409-296-3444,Chambers
1424,W BEAUREGARD AVENUE,SAN ANGELO,TX,76901-4003,1424 W BEAUREGARD AVENUE,31.45590583,-100.455362,JOE'S ICEHOUSE,ARDEN ROAD BEVERAGE INC.,325 653-3716,Tom Green
3724,SAMUELL BOULEVARD,DALLAS,TX,75228-6717,3724 SAMUELL BOULEVARD,32.79286157,-96.73089657,JOHN'S BEST BUY LIQUOR,MIWON INC.,214-381-1722,Dallas
1851,HWY 174 NORTH,RIO VISTA,TX,76093,1851 HWY 174 NORTH,32.21723881,-97.39488659,JOHN'S LIQUOR,NORTH RIO VISTA HOLDINGS LLC,817-373-2672,Johnson
5706,MANOR ROAD 'C',AUSTIN,TX,78723,5706 MANOR ROAD 'C',30.304961,-97.6815883,JOHNIES LIQUOR,"NORTEY, JOSEPH ALFRED",512-926-4023,Travis
6029,IH 35 NORTH,AUSTIN,TX,78723,6029 IH 35 NORTH,30.30426543,-97.68572188,JOHNIES LIQUOR,"NORTEY, JOSEPH ALFRED",512-926-4023,Travis
4200,GULFWAY DRIVE SUITE B,PORT ARTHUR,TX,77642,4200 GULFWAY DRIVE SUITE B,29.91442184,-93.91336976,JOHNNEY LIQUOR,SHAMA ENTERPRISE INC.,409-982-6100,Jefferson
6107,W PORT ARTHUR ROAD SUITE B,PORT ARTHUR,TX,77640,6107 W PORT ARTHUR ROAD SUITE B,29.89762029,-94.00715202,JOHNNEY LIQUOR #2,SHAMA ENTERPRISE INC.,409-736-9992,Jefferson
2580,S 4TH STREET SUITE B,BEAUMONT,TX,77701-6610,2580 S 4TH STREET SUITE B,30.0610599,-94.1159321,JOHNNEY LIQUOR #3,SHAMA ENTERPRISE INC.,,Jefferson
11511,FM 548,FORNEY,TX,75126,11511 FM 548,32.74205523,-96.45183136,JOHNNIE WINE,RAS TRADING INC,,Kaufman
13201,POND SPRINGS ROAD SUITE 203,AUSTIN,TX,78729,13201 POND SPRINGS ROAD SUITE 203,30.4453935,-97.7781936,JOHNNIE'S LIQUOR,RTLING LLC,512-249-7244,Williamson
3202,SAMUELL BOULEVARD,DALLAS,TX,75223,3202 SAMUELL BOULEVARD,32.79288475,-96.74057063,JOHNNY PAYLESS LIQUOR,KL SAMUELL INC.,214-828-8003,Dallas
513,CORA STREET,CENTER,TX,75935,513 CORA STREET,31.79964673,-94.17749843,JOHNNY'S LIQUOR,"KHOURN, CHHAVY SOVANN",(936) 598-3652,Shelby
4928,COLUMBIA AVENUE,DALLAS,TX,75214,4928 COLUMBIA AVENUE,32.79588646,-96.76271092,JOHNNY'S LIQUOR #3,RMB CAPITAL HOLDING INC.,214-826-5182,Dallas
403,W TRENTON ROAD SUITE 6B,EDINBURG,TX,78539,403 W TRENTON ROAD SUITE 6B,26.27918798,-98.18320933,JOHNNY'S LIQUOR CABINET,JOHNNY'S LIQUOR CABINET LLC,956-331-8217,Hidalgo
800,E ALTON GLOOR SUITE C,BROWNSVILLE,TX,78526,800 E ALTON GLOOR SUITE C,25.97869605,-97.5043809,JONES LIQUOR,JONES GROUP LTD.,(956) 541-4241,Cameron
13503,HWY 59S SUITE B,CLEVELAND,TX,77327,13503 HWY 59S SUITE B,30.3215428,-94.92633561,JOY JUICE LIQUOR,JOY N JUICE CORPORATION,281-592-1695,Liberty
12620,WOODFOREST BOULEVARD SUITE 350,HOUSTON,TX,77015,12620 WOODFOREST BOULEVARD SUITE 350,29.7895488,-95.2017288,JOY LIQUORS,JOY LIQUORS #1 L.L.C.,713-453-9463,Harris
11017,FUQUA STREET,HOUSTON,TX,77089,11017 FUQUA STREET,29.61233235,-95.22286735,JOY LIQUORS,JOY LIQUORS #4 LLC,713-946-0565,Harris
100,CROTHERS AVENUE,BRADY,TX,76825-3912,100 CROTHERS AVENUE,31.14122503,-99.33481519,JP LIQUOR,JUDY'S LIQUOR INC.,830-997-5822,McCulloch
1920,S BRIDGE STREET,BRADY,TX,76825-7413,1920 S BRIDGE STREET,31.11658896,-99.33574804,JP LIQUOR,JUDY'S LIQUOR INC.,830-997-5822,McCulloch
1425,E MAIN STREET SUITE 200,FREDERICKSBURG,TX,78624,1425 E MAIN STREET SUITE 200,30.2548621,-98.84950508,JP LIQUOR,JUDY'S LIQUOR INC.,(830) 997-5822,Gillespie
3304,JUNCTION HWY,INGRAM,TX,78025,3304 JUNCTION HWY,30.07654467,-99.23960993,JP LIQUOR,JUDY'S LIQUOR INC.,830-997-5822,Kerr
2865,HWY 214,DENVER CITY,TX,79323,2865 HWY 214,32.94689869,-102.8712703,JPN OILPATCH OASIS,"RICH, ANNA DANIELLE",806-215-9648,Yoakum
7724,DECKER DRIVE 'B',BAYTOWN,TX,77520,7724 DECKER DRIVE 'B',29.7902392,-95.0567833,JR'S LIQUOR STORE,UPRIGHT ENTERPRISES INC.,281-424-6799,Harris
4627,HWY 146 'B',BAYTOWN,TX,77520,4627 HWY 146 'B',29.7679939,-94.9194341,JR'S LIQUOR STORE #2,UPRIGHT ENTERPRISES INC.,,Harris
2502,W LITTLE YORK #B,HOUSTON,TX,77091,2502 W LITTLE YORK #B,29.8634954,-95.4494139,JT LIQUOR,JTBE CORPORATION,713-956-4810,Harris
7810,N LOOP ROAD,EL PASO,TX,79915,7810 N LOOP ROAD,31.73530429,-106.3594809,JUANITO'S LIQUOR STORE INC.,JUANITO'S LIQUOR STORE INC.,915-593-1685,El Paso
400,EAST ROAD,EL PASO,TX,79915,400 EAST ROAD,31.73498374,-106.3607672,JUANITO'S LIQUOR STORE INC. #2,JUANITO'S LIQUOR STORE INC.,915-593-1685,El Paso
7807,S COOPER STREET SUITE 103,ARLINGTON,TX,76001,7807 S COOPER STREET SUITE 103,32.6190611,-97.137475,JUNO'S LIQUOR,JUNO'S LIQUOR LLC,817-760-3994,Tarrant
501,JUPITER ROAD #120,PLANO,TX,75074,501 JUPITER ROAD #120,33.0038513,-96.6828442,JUPITER LIQUOR,JUIPTER LIQUOR LLC,972-881-8438,Collin
6106,SKILLMAN STREET,DALLAS,TX,75231,6106 SKILLMAN STREET,32.86186957,-96.7511455,JUST LIQUOR,JAAK LLC,978-905-1620,Dallas
1503,N JEFFERSON AVENUE,MOUNT PLEASANT,TX,75455,1503 N JEFFERSON AVENUE,33.14118822,-94.96811433,JUST LIQUOR,GOPU LLC,903-285-7995,Titus
950,FM 156 SOUTH SUITE 1,JUSTIN,TX,76247,950 FM 156 SOUTH SUITE 1,33.07104104,-97.29555337,JUSTIN SPIRITS,JABOSS LLC,940-337-4252,Denton 
117,IH 35 SOUTH,NEW BRAUNFELS,TX,78130,117 IH 35 SOUTH,29.69772481,-98.07020814,K & B LIQUORS,HIRANI BUSINESS LLC,830-625-3568,Comal
1901,N FRANCES STREET,TERRELL,TX,75160,1901 N FRANCES STREET,32.75695714,-96.2646291,K & D LIQUOR,DK 1908 INC,972-551-3511,Kaufman
8290,W BELLFORT STREET,HOUSTON,TX,77071,8290 W BELLFORT STREET,29.65570659,-95.52288831,K & L WINE & SPIRITS,K & L WINE AND SPIRITS LLC,,Harris
1742,W MOUNT HOUSTON ROAD,HOUSTON,TX,77038-3812,1742 W MOUNT HOUSTON ROAD,29.89792241,-95.44385941,K & M LIQUORS,KIM MI LLC,281-448-7374,Harris
5261,FM 3054,LOG CABIN,TX,75148,5261 FM 3054,32.12465223,-96.01214303,K & N LIQUOR,EMESSA INC.,903-489-1268,Henderson
5608,S LAMAR,DALLAS,TX,75215,5608 S LAMAR,32.73992527,-96.7583373,K & P DISCOUNT LIQUOR,LANG & SRENG INC.,214-428-4138,Dallas
11945,BARWOOD BEND DRIVE SPACE C,HOUSTON,TX,77065,11945 BARWOOD BEND DRIVE SPACE C,29.9470227,-95.6187086,K C LIQUOR,RENUKA KC LLC,,Harris
931,S RED RIVER EXPRESSWAY,BURKBURNETT,TX,76354,931 S RED RIVER EXPRESSWAY,34.07924731,-98.5568373,K LIQUOR BEER AND WINE,KAMALI MANAGEMENT INC.,940-434-1074,Wichita
7635,LEY ROAD,HOUSTON,TX,77028,7635 LEY ROAD,29.831725,-95.2900499,K-POP BEVERAGE,"AHN, TAEJIN",713-635-3800,Harris
11331,LAKE JUNE ROAD SUITE B,BALCH SPRINGS,TX,75180-1221,11331 LAKE JUNE ROAD SUITE B,32.7347,-96.6316,KALIKA MATA,ANUJA LLC,972-290-3835,Dallas
3409,82ND STREET,LUBBOCK,TX,79423,3409 82ND STREET,33.51963384,-101.888497,KC'S LIQUOR AND BEER,"COWLEY, CASEY D",806-368-5816,Lubbock
501,E FLORIDA AVENUE,MIDLAND,TX,79701,501 E FLORIDA AVENUE,31.9895311,-102.0689706,KCS LIQUORS INC,KCS LIQUORS INC.,432-631-7426,Midland
1905,W 15TH STREET SUITE 121,PLANO,TX,75075,1905 W 15TH STREET SUITE 121,33.0197813,-96.7308426,KEGS & BARRELS,JAKUR CORPORATION,972-351-7914,Collin
2601,KEMP BOULEVARD,WICHITA FALLS,TX,76309-5361,2601 KEMP BOULEVARD,33.88668681,-98.52732972,KEMP-CIRCLE LIQUOR,BEVERLY LIQUOR STORE I L.P.,940-723-2656,Wichita
302,W 11TH STREET,QUANAH,TX,79252-5512,302 W 11TH STREET,34.29019276,-99.74395042,KEN'S LIQUOR BEER & WINES,"KEN'S LIQUOR, BEER, & WINES L.L.C.",940-663-2705,Hardeman
24910,KUYKENDAHL SUITE B,TOMBALL,TX,77375,24910 KUYKENDAHL SUITE B,30.1230338,-95.5535544,KEVIN'S LIQUORUN,"BABB, JAMES KEVIN",(281) 255-6145,Harris
8456,FREDERICKSBURG ROAD,SAN ANTONIO,TX,782293317,8456 FREDERICKSBURG ROAD,29.5195963,-98.5716629,KG LIQUOR,BRAND BEVERAGES LLC,210 949-0211,Bexar
3301,E RANCIER SUITE D 101-02,KILLEEN,TX,76543,3301 E RANCIER SUITE D 101-02,31.1184544,-97.6959276,KILLEEN LIQUOR BEER & WINE INC.,KILLEEN LIQUOR BEER & WINE INC.,254-213-0081,Bell
1015,COLLEGE STREET 'C',KILLEEN,TX,76541,1015 COLLEGE STREET 'C',31.1278213,-97.7306496,KILLEEN WINE & SPIRITS,KILLEEN WINE AND SPIRITS LLC,254-519-2337,Bell
7461,HWY 155,COFFEE CITY,TX,75763-3205,7461 HWY 155,32.13032502,-95.48361046,KILO'S DISCOUNT BEVERAGE STORE,KHEMARAK CORP.,832-483-5303,Henderson
2524,YALE ST SUITE 1,HOUSTON,TX,77008,2524 YALE ST SUITE 1,29.8102937,-95.3990572,KIM LIQUOR,2ND STAR CORPORATION,713-861-1111,Harris
3610,INWOOD ROAD,DALLAS,TX,75209,3610 INWOOD ROAD,32.83059118,-96.8255858,KINDRED SPIRITS & WINE,HOUSE OF KINDRED WINE & SPIRITS INC,,Dallas
221,FM 971 SUITE 102,GEORGETOWN,TX,78626,221 FM 971 SUITE 102,30.6561099,-97.6664038,KING LIQUOR,AMEE NOOR INC.,512-869-0440,Williamson
3956,W LUCAS DR,BEAUMONT,TX,77706,3956 W LUCAS DR,30.11661283,-94.14577605,KING LIQUOR,SOLLEY'S INC.,409-223-1239,Jefferson
11439,N FREEWAY,HOUSTON,TX,77060,11439 N FREEWAY,29.93509479,-95.3970438,KING LIQUOR,GS USA ENTERPRISE INC.,,Harris
602,E MOORE AVENUE,TERRELL,TX,75160,602 E MOORE AVENUE,32.73536837,-96.27124096,KING LIQUOR,"KING, RICHARD",(972) 563-6001,Kaufman
5310,BURNET ROAD '100',AUSTIN,TX,78756,5310 BURNET ROAD '100',30.3270512,-97.7405755,KING LIQUOR,BRODIE MARKET INC.,512-419-1999,Travis
4505,HOLMES ROAD,HOUSTON,TX,77033-2501,4505 HOLMES ROAD,29.68086321,-95.36242938,KING LIQUOR,NEW GOLDEN SPRING CORPORATION,713-733-6213,Harris
20711,WILDERNESS OAK SUITE 112,SAN ANTONIO,TX,78258-2641,20711 WILDERNESS OAK SUITE 112,29.6351191,-98.5165081,KING LIQUORS,NPK ENTERPRISES INC.,,Bexar
208,HWY 21 EAST,CALDWELL,TX,77836,208 HWY 21 EAST,30.53385916,-96.69766601,KING'S LIQUOR,NATIONAL BEVERAGES INC.,979-567-4130,Burleson 
