addressnbr,addressline1,city,state,zip,streetaddress,tradename,owner,phone,county,shortname,oldlat,oldlng,lat,lng
100,N 10TH STREET SUITE B,MCALLEN,TX,78501-4583,100 N 10TH STREET SUITE B,FELDMAN'S MARKET CENTER FELDMAN'S SPIRITS BEER CIGARS & FINER,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Hidalgo,,26.20398813,-98.22985615,26.204,-98.2295
3500,PADRE BOULEVARD,SOUTH PADRE ISLAND,TX,78597,3500 PADRE BOULEVARD,FELDMANS LIQUOR #173 FELDMANS LIQUOR WINE & BEER FELDMANS PADRE,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,26.11024648,-97.16856016,26.1102,-97.1685
116,W VAN BUREN STREET,HARLINGEN,TX,78550-6447,116 W VAN BUREN STREET,FELDMANS LIQUOR & WINES FELDMANS #117 SFP DISTRIBUTION FELDMANS,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,26.19199942,-97.69628047,26.192,-97.6963
900,N JACKSON ROAD,PHARR,TX,78577-2134,900 N JACKSON ROAD,FELDMANS LIQUOR WHOLESALE WAREHOUSE FELDMANS VALLEYWIDE LIQUOR,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Hidalgo,,26.20765564,-98.20221045,26.2088,-98.2019
1509,S CAGE BOULEVARD SUITE A,PHARR,TX,78577,1509 S CAGE BOULEVARD SUITE A,FELDMANS LIQUOR WINE BEER & FUN FELDMANS VALLEYWIDE #130 SFP LTD,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Hidalgo,,26.17775346,-98.18682988,26.1772,-98.1864
3010,N 10TH STREET,MCALLEN,TX,78501-1919,3010 N 10TH STREET,FELDMANS LIQUOR WINES BEER FELDMANS VALLEYWIDE LIQUOR #122 SFP,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Hidalgo,,26.2312605,-98.22520414,26.2308,-98.2249
410,PADRE BOULEVARD SUITE P,SOUTH PADRE ISLAND,TX,78597,410 PADRE BOULEVARD SUITE P,FELDMANS LIQUORS & WINE FELMANS LIQUOR #133 FELDMANS LIQUOR,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,26.09013528,-97.1647583,26.0869,-97.1636
4500,PADRE ISLAND HWY,BROWNSVILLE,TX,78597,4500 PADRE ISLAND HWY,FELDMANS LIQUORS & WINES FELDMANS LIQUORS #118 BENS LIQUORS,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,26.26948622,-97.23697933,25.9207,-97.4656
4350,HWY 77/83 NORTH SUITE D,BROWNSVILLE,TX,78528,4350 HWY 77/83 NORTH SUITE D,FELDMANS MARKET CENTER FELDMANS WINE SPIRITS FUN STATEWIDE,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,26.00035625,-97.47037951,25.9674,-97.5137
621,HWY 77S SUNSHINE STRIP,HARLINGEN,TX,78550-7305,621 HWY 77S SUNSHINE STRIP,FELDMANS MARKET CENTER FELDMANS WINES SPIRITS FUN FELDMANS,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,26.25668031,-97.66668851,26.2259,-97.719
1226,MORGAN BOULEVARD SUITE A,HARLINGEN,TX,78550-5155,1226 MORGAN BOULEVARD SUITE A,FELDMANS VALLEYWIDE LIQUOR #119 STATEWIDE BEVERAGE SFP,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,26.20490664,-97.67454062,26.2049,-97.6746
754,BOCA CHICA BOULEVARD,BROWNSVILLE,TX,78520-8338,754 BOCA CHICA BOULEVARD,FELDMANS VALLEYWIDE LIQUOR #120 STATEWIDE BEVERAGE SFP,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,25.9257434,-97.51117257,25.9255,-97.5107
2501,PAREDES LINE ROAD SUITE E,BROWNSVILLE,TX,78526-1193,2501 PAREDES LINE ROAD SUITE E,FELDMANS VALLEYWIDE LIQUOR #125 STATEWIDE BEVERAGE SFP,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Cameron,,25.95278211,-97.48714506,25.9528,-97.4876
6101,N 23RD STREET SUITE B,MCALLEN,TX,78504-3929,6101 N 23RD STREET SUITE B,FELDMANS VALLEYWIDE LIQUOR #129 SFP DISTRIBUTION STATEWIDE,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Hidalgo,,26.15068328,-98.25340433,26.2604,-98.2368
3500,PECAN BOULEVARD,MCALLEN,TX,78501-4845,3500 PECAN BOULEVARD,FELDMANS WINE SPIRITS & FUN FELDMANS LIQUOR #136 STATEWIDE,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Hidalgo,,26.21983237,-98.25756879,26.2197,-98.2575
809,HWY 83 EAST,WESLACO,TX,78596-4522,809 HWY 83 EAST,FELDMANS WINE SPIRITS FUN FELDMANS VALLEYWIDE LIQUOR #137,SPEC'S FAMILY PARTNERS LTD.,713-526-8787,Hidalgo,,26.17298583,-97.98078938,26.1606,-97.999
11080,BROWDER TRAYLOR ROAD,CONROE,TX,77303-3560,11080 BROWDER TRAYLOR ROAD,FERRELL'S COUNTRY SPIRITS,FERRELL'S COUNTRY MARKET INC.,936-264-2523,Montgomery,,30.39309124,-95.32774838,30.393,-95.3278
112,19TH ST SUITE A,GALVESTON,TX,77550,112 19TH ST SUITE A,FERRY LIQUOR,FERRY LIQUOR INC.,,Galveston,,29.3090834,-94.7897866,29.309,-94.7898
202,HARBORSIDE DRIVE SUITE A,GALVESTON,TX,77550,202 HARBORSIDE DRIVE SUITE A,FERRY LIQUOR,FERRY LIQUOR INC.,,Galveston,,29.3146768,-94.7708566,29.3145,-94.7709
4202,TELEPHONE ROAD,HOUSTON,TX,77087,4202 TELEPHONE ROAD,FIESTA BEVERAGE MART #1,GOOSE CAP ENTERPRISES LLC,713-334-2442,Harris,,29.7028812,-95.3052008,29.7029,-95.3052
12201,E FREEWAY SPACE A,HOUSTON,TX,77015,12201 E FREEWAY SPACE A,FIESTA BEVERAGE MART #10,GOOSE CAP ENTERPRISES LLC,,Harris,,29.76435632,-95.17342092,29.7724,-95.2219
4711,AIRLINE DRIVE SPACE A,HOUSTON,TX,77022,4711 AIRLINE DRIVE SPACE A,FIESTA BEVERAGE MART #11,GOOSE CAP ENTERPRISES LLC,,Harris,,29.8366942,-95.3852517,29.8367,-95.3851
5800,LYONS AVENUE 'A',HOUSTON,TX,77020,5800 LYONS AVENUE 'A',FIESTA BEVERAGE MART #12,GOOSE CAP ENTERPRISES LLC,713-750-9047,Harris,,29.7755054,-95.312102,29.7752,-95.3118
14487,BELLAIRE BOULEVARD,HOUSTON,TX,77083,14487 BELLAIRE BOULEVARD,FIESTA BEVERAGE MART #14,GOOSE CAP ENTERPRISES LLC,713-750-9047,Harris,,29.7036304,-95.640395,29.7037,-95.6404
8667,MAIN,HOUSTON,TX,77025,8667 MAIN,FIESTA BEVERAGE MART #18,GOOSE CAP ENTERPRISES LLC,713-750-9047,Harris,,29.6906993,-95.4164722,29.6904,-95.4177
2807,N SHEPHERD DRIVE SUITE B,HOUSTON,TX,77008,2807 N SHEPHERD DRIVE SUITE B,FIESTA BEVERAGE MART #2,GOOSE CAP ENTERPRISES LLC,713-869-3334,Harris,,29.81220927,-95.41062706,29.8121,-95.4109
8320,FM 1960W 'A',HOUSTON,TX,77070,8320 FM 1960W 'A',FIESTA BEVERAGE MART #20,GOOSE CAP ENTERPRISES LLC,713-750-9047,Harris,,29.95982392,-95.55072865,29.9599,-95.5512
12311,MAIN,HOUSTON,TX,77035,12311 MAIN,FIESTA BEVERAGE MART #22,GOOSE CAP ENTERPRISES LLC,713-355-7575,Harris,,29.6479396,-95.4608687,29.6476,-95.4613
9415,MESA DRIVE,HOUSTON,TX,77028,9415 MESA DRIVE,FIESTA BEVERAGE MART #23,GOOSE CAP ENTERPRISES LLC,713-631-4856,Harris,,29.84927213,-95.262472,29.8496,-95.2649
800,S WAYSIDE 'A',HOUSTON,TX,77023,800 S WAYSIDE 'A',FIESTA BEVERAGE MART #3,GOOSE CAP ENTERPRISES LLC,713-750-9047,Harris,,29.7306062,-95.310226,29.7307,-95.3109
8702,BELLAIRE BOULEVARD '300',HOUSTON,TX,77036,8702 BELLAIRE BOULEVARD '300',FIESTA BEVERAGE MART #39,GOOSE CAP ENTERPRISES LLC,,Harris,,29.7055483,-95.538515,29.7055,-95.5385
1611,SPENCER HWY 'A',SOUTH HOUSTON,TX,77504,1611 SPENCER HWY 'A',FIESTA BEVERAGE MART #4,GOOSE CAP ENTERPRISES LLC,713-355-7575,Harris,,29.66480847,-95.21170963,29.6653,-95.2107
5600,MYKAWA ROAD 'A',HOUSTON,TX,77033,5600 MYKAWA ROAD 'A',FIESTA BEVERAGE MART #5,GOOSE CAP ENTERPRISES LLC,713-641-5593,Harris,,29.6934422,-95.3280767,29.6933,-95.3286
6200,BELLAIRE BOULEVARD 'B',HOUSTON,TX,77081,6200 BELLAIRE BOULEVARD 'B',FIESTA BEVERAGE MART #7,GOOSE CAP ENTERPRISES LLC,713-750-9047,Harris,,29.7059757,-95.4925242,29.7065,-95.4913
2323,WIRT ROAD 'B',HOUSTON,TX,77055,2323 WIRT ROAD 'B',FIESTA BEVERAGE MART #8,GOOSE CAP ENTERPRISES LLC,713-631-4856,Harris,,29.81636517,-95.48530926,29.8153,-95.487
10401,JENSEN DRIVE SUITE A,HOUSTON,TX,77093,10401 JENSEN DRIVE SUITE A,FIESTA BEVERAGE MART #9,GOOSE CAP ENTERPRISES LLC,713-750-9047,Harris,,29.8634945,-95.3347044,29.8636,-95.3348
15503,BABCOCK ROAD SUITE 11,SAN ANTONIO,TX,78255-1135,15503 BABCOCK ROAD SUITE 11,FIESTA LIQUOR STORE #1,BABCOCK ENTERPRISES LLC,210-541-0594,Bexar,,29.5883726,-98.6312927,29.5886,-98.6315
8181,TEZEL ROAD SUITE 105,SAN ANTONIO,TX,78250-3092,8181 TEZEL ROAD SUITE 105,FIESTA LIQUOR STORE #2,BABCOCK ENTERPRISES LLC,210-647-1738,Bexar,,29.5177226,-98.6628122,29.5177,-98.6634
14415,BLANCO ROAD SUITE 108B,SAN ANTONIO,TX,782167734,14415 BLANCO ROAD SUITE 108B,FIESTA LIQUOR STORE #3,BABCOCK ENTERPRISES LLC,210-408-2728,Bexar,,29.5740102,-98.5151615,29.5743,-98.5152
901,S HORIZON BOULEVARD 'A',SOCORRO,TX,79927,901 S HORIZON BOULEVARD 'A',FIESTA LIQUORS,LAZO BEVERAGES LLC,,El Paso,,31.65464662,-106.2564934,31.6551,-106.256
20323,FM 529 SUITE 180,CYPRESS,TX,77433,20323 FM 529 SUITE 180,FIESTA LIQUORS #82,GOOSE CAP ENTERPRISES LLC,713-334-2442,Harris,,29.94914035,-95.73921026,29.8783,-95.7213
4301,RIO MESA DRIVE,ABILENE,TX,79606,4301 RIO MESA DRIVE,FILO LIQUORS,FILO ENTERPISES LLC,325-701-9928,Taylor,,32.36366403,-99.78116366,32.3636,-99.7816
2804,QUIET PLAIN DRIVE SUITE 102,SAN ANTONIO,TX,78245-0000,2804 QUIET PLAIN DRIVE SUITE 102,FINDKING LIQUOR,FINDKING LIQUOR INC,,Bexar,,29.40396956,-98.73077518,29.4048,-98.681
9714,POTRANCO ROAD SUITE 110,SAN ANTONIO,TX,78251,9714 POTRANCO ROAD SUITE 110,FINE WINE & LIQUORS,HC & JP INC.,,Bexar,,29.4371384,-98.6798121,29.4371,-98.6799
75005,HWY 289 NORTH,POTTSBORO,TX,75076,75005 HWY 289 NORTH,FINK LIQUOR,FINK TEXAS LLC,,Grayson,,33.8001064,-96.6773573,33.8006,-96.6775
3824,ATASCOCITA ROAD SUITE 106,HUMBLE,TX,77396,3824 ATASCOCITA ROAD SUITE 106,FIRE & ICE LIQUOR,SHREE RIDDHI SIDDHI INC.,281-812-2899,Harris,,29.97939072,-95.21427374,29.9789,-95.2151
9526,N SAM HOUSTON PARKWAY EAST,HUMBLE,TX,77396,9526 N SAM HOUSTON PARKWAY EAST,FIRE & ICE LIQUOR #2,SHREE RIDDHI SIDDHI INC.,281-416-5812,Harris,,29.93411501,-95.24866337,29.9335,-95.2473
420,E TEXAS AVENUE SUITE A,MART,TX,76664,420 E TEXAS AVENUE SUITE A,FIRE-WATER,FIRE-WATER OF MART LLC,254-447-9909,McLennan,,31.5420906,-96.8334492,31.5422,-96.8336
730,SEYDLER STREET,GONZALES,TX,78629,730 SEYDLER STREET,FIRST SHOT LIQUOR,F-J VENTURES LLC,830-857-3811,Gonzales,,29.51008804,-97.43540579,29.5106,-97.4353
8740,SPENCER HWY SUITE C2,LA PORTE,TX,77571,8740 SPENCER HWY SUITE C2,FIRST SIP LIQUOR,FIRST SIP LIQUOR LLC,832-640-3396,Harris,,29.663434,-95.1028601,29.6634,-95.1027
1260,FM 148,TERRELL,TX,751609303,1260 FM 148,FIRST STOP LIQUOR,TERRELL TRADING COMPANY INC.,(972) 524-1777,Kaufman,,32.71837763,-96.32270183,32.7192,-96.3226
4847,SCYENE ROAD SUITE B,DALLAS,TX,752102223,4847 SCYENE ROAD SUITE B,FIRST STOP LIQUORS,ISD INVESTMENT LLC,214-629-3037,Dallas,,32.76638867,-96.73526533,32.7669,-96.7355
6010,OLD PEARSALL ROAD SUITE 305,SAN ANTONIO,TX,78242,6010 OLD PEARSALL ROAD SUITE 305,FIVE PALMS LIQUOR,HLB BUSINESS INC.,210-623-4882,Bexar,,29.3451537,-98.614686,29.345,-98.615
1136,E BORGFELD DRIVE SUITE 103,SAN ANTONIO,TX,78260,1136 E BORGFELD DRIVE SUITE 103,FIVE PALMS LIQUOR #2,D & D BUSINESS LLC,,Bexar,,29.7135893,-98.475746,29.7137,-98.4756
7669,CONFEDERATE PARK ROAD SUITE A,FORT WORTH,TX,76108,7669 CONFEDERATE PARK ROAD SUITE A,FIVE STAR LIQUOR & BEER WINE,THE NGUYEN FIVE STAR INC,,Tarrant,,32.82532749,-97.53532742,32.8239,-97.5319
1928,EL DORADO BOULEVARD,HOUSTON,TX,77062,1928 EL DORADO BOULEVARD,FLAK'S LIQUOR,"PATEL, JAGDISHBHAI AMBALAL",(281) 488-2633,Harris,,29.57757533,-95.12185849,29.5774,-95.1209
26512,FM 457,SARGENT,TX,77414,26512 FM 457,FLAMINGO LIN'S,"WOMACK, HUI LIN",,Matagorda,,28.89923776,-95.87951483,28.7722,-95.6181
608,BANDERA ROAD,SAN ANTONIO,TX,78228,608 BANDERA ROAD,FLORES LIQUOR,FLORES LIQUOR LLC,317-362-4353,Bexar,,29.4533691,-98.5492421,29.4534,-98.5492
700,N MAIN STREET SUITE B,MAYPEARL,TX,76064,700 N MAIN STREET SUITE B,FM 66 LIQUOR BEER AND WINE,A.R. MALIK INC.,972-435-1978,Ellis,,32.31373603,-97.01196337,32.3137,-97.012
1601,FM 700 EAST,BIG SPRING,TX,79720,1601 FM 700 EAST,FM 700 LIQUOR,PIN VANNA INC.,432-517-4170,Howard,,32.24007488,-101.452906,32.242,-101.451
818,FM 1626,AUSTIN,TX,78747,818 FM 1626,FM LIQUOR,BANO LLC,512-669-3924,Travis,,30.14069182,-97.82675929,30.1407,-97.8268
523,N CHURCH STREET,PALESTINE,TX,75801,523 N CHURCH STREET,FOOTS LIQUOR,SANTA ROSA GROUP LLC,903-723-9002,Anderson,,31.7651903,-95.6270414,31.7652,-95.6269
15854,CHAMPION FOREST DRIVE,SPRING,TX,77379,15854 CHAMPION FOREST DRIVE,FOREST CHAMPION LIQUOR,JOHNY INT'L INC.,832-698-1092,Harris,,30.00431645,-95.53349603,30.0034,-95.5324
10360,HWY 6 'B',MISSOURI CITY,TX,77459,10360 HWY 6 'B',FORT BEND LIQUOR STORE,MSJ BUSINESS GROUP LLC,,Fort Bend,,29.52571355,-95.53301008,29.53,-95.5089
6172,HWY 6 NORTH,HOUSTON,TX,77084,6172 HWY 6 NORTH,FORT LIQUOR,"AMIN, DEEPAK JASHBHAI",281 859 4003,Harris,,29.8709669,-95.644611,29.8709,-95.6444
4070,N BELT LINE ROAD SUITE 114,IRVING,TX,75038,4070 N BELT LINE ROAD SUITE 114,FOSSIL CREEK LIQUOR,SIDDHIPRIYA IRVING LLC,817-375-0428,Dallas,,32.86420461,-96.99161741,32.8636,-96.9905
4130,S BOWEN ROAD SUITE 100,DALWORTHINGTON GRDNS,TX,76016,4130 S BOWEN ROAD SUITE 100,FOSSIL CREEK LIQUOR,SIDDHIPRIYA DLW LLC,817-375-0428,Tarrant,,32.67978954,-97.14967442,32.6783,-97.1513
2240,HWY 121,PLANO,TX,75025,2240 HWY 121,FOSSIL CREEK LIQUOR,SIDDHIPRIYA CUSTER LLC,817-375-0428,Collin,,33.123512,-96.7335852,33.1237,-96.7337
1205,N SAGINAW BOULEVARD,SAGINAW,TX,76179,1205 N SAGINAW BOULEVARD,FOSSIL CREEK LIQUOR,MANOMAY DENISON LLC,817-306-8319,Tarrant,,32.87908877,-97.38033159,32.8796,-97.3825
8070,PRECINCT LINE ROAD,COLLEYVILLE,TX,76034,8070 PRECINCT LINE ROAD,FOSSIL CREEK LIQUOR,SIDDHIPRIYA COLLEYVILLE LLC,817-503-7744,Tarrant,,32.897895,-97.1852433,32.8979,-97.1853
1100,PRESTON ROAD,PLANO,TX,75093,1100 PRESTON ROAD,FOSSIL CREEK LIQUOR,SARVAYA PRESTON LLC,972-867-9720,Collin,,33.0156,-96.7947,33.0155,-96.7946
1301,SOLANA BOULEVARD SUITE 4100,WESTLAKE,TX,76262,1301 SOLANA BOULEVARD SUITE 4100,FOSSIL CREEK LIQUOR,SIDDHIPRIYA WESTLAKE LLC,817-490-1275,Tarrant,,32.97853,-97.16883,32.9801,-97.1687
2730,HWY 75 SOUTH,DENISON,TX,75020,2730 HWY 75 SOUTH,FOSSIL CREEK LIQUOR,MANOMAY DENISON LLC,903-463-3100,Grayson,,33.7306336,-96.5843783,33.7307,-96.5847
4030,N MACARTHUR BOULEVARD,IRVING,TX,75038,4030 N MACARTHUR BOULEVARD,FOSSIL CREEK LIQUORS,SIDDHIPRIYA LASCO LLC,214-383-7665,Dallas,,32.85934793,-96.95898191,32.8612,-96.9581
3,VILLAGE CIRCLE #100,WESTLAKE,TX,76262,3 VILLAGE CIRCLE #100,FOSSIL CREEK SPIRITS,GTF INVESTMENTS LTD.,817-490-1275,Tarrant,,33.00083461,-97.20649971,32.9798,-97.1692
107,HWY 96N 'A',SAN AUGUSTINE,TX,75972,107 HWY 96N 'A',FRANK'S PACKAGE STORE,"BURROW, FRANK MORGAN II",936-275-5646,San Augustine,,31.49499582,-94.12709262,31.5337,-94.1261
2218,STRAND STREET,GALVESTON,TX,775501516,2218 STRAND STREET,FRANKIES LIQUOR STORE,"MINEV, AGNES (ET AL)",(409) 765-6520,Galveston,,29.3073517,-94.79398429,29.3074,-94.7939
925,HWY 80 SUITE A,SAN MARCOS,TX,78666,925 HWY 80 SUITE A,FRIDAZE LIQUOR,BAR T BEVERAGES LLC,432-349-7736,Hays,,29.8831942,-97.9180636,29.8836,-97.9172
103,KAUFMAN,NEWTON,TX,75966,103 KAUFMAN,FRIEND'S LIQUOR,SOLLEY'S INC.,409-379-3786,Newton,,30.83520734,-93.72840006,30.8485,-93.7614
517,W 2ND STREET,FREEPORT,TX,77541,517 W 2ND STREET,FRIENDS LIQUORS & WINES,"COVARRUBIAS, EMMA SIERRA",(979) 239-4244,Brazoria,,28.95209826,-95.3527877,28.9518,-95.3524
4002,FM 528 EAST,FRIENDSWOOD,TX,77546,4002 FM 528 EAST,FRIENDSWOOD LIQUOR,THE MODI CORP.,832-275-3558,Harris,,29.5214222,-95.1739109,29.5214,-95.174
6396,FM 356,TRINITY,TX,75862,6396 FM 356,G & K LIQUOR,G & K LIQUOR LLC,936-594-0681,Trinity,,30.91718143,-95.28362413,30.917,-95.2795
510,S COMMERCE,OVERTON,TX,75684,510 S COMMERCE,G & S SPIRITS BEER & WINE,G-MCDONALD CORPORATION,,Rusk,,32.27419898,-94.97858604,32.2711,-94.9793
412,N 8TH STREET,GUNTER,TX,75058,412 N 8TH STREET,G TOWN LIQUOR,G TOWN LIQUOR LLC,972-658-7886,Grayson,,33.4505468,-96.7413807,33.4505,-96.7413
3518,SUNBEAM,HOUSTON,TX,77051,3518 SUNBEAM,G'S 1 STOP LIQUOR & MORE,GOLDIE'S ONE STOP ENTERPRISES LLC,713-733-4653,Harris,,29.6497021,-95.3708227,29.6497,-95.3708
2128,W OAKLAWN SUITE A,PLEASANTON,TX,78064,2128 W OAKLAWN SUITE A,GABRIEL'S LIQUOR,GABRIEL INVESTMENT GROUP INC.,,Atascosa,,28.93636606,-98.51870097,28.9402,-98.5143
606,BROADWAY,SAN ANTONIO,TX,78215,606 BROADWAY,GABRIEL'S LIQUOR,GABRIEL INVESTMENT GROUP INC.,,Bexar,,29.4311642,-98.4838462,29.4312,-98.4838
2538,MARSHALL ROAD SUITE 101,SAN ANTONIO,TX,78259,2538 MARSHALL ROAD SUITE 101,GABRIEL'S LIQUOR,GABRIEL INVESTMENT GROUP INC.,,Bexar,,29.62630643,-98.42780145,29.6609,-98.4492
11019,CULEBRA SUITE 110,SAN ANTONIO,TX,78253-4301,11019 CULEBRA SUITE 110,GABRIEL'S LIQUOR & WINE,GABRIEL INVESTMENT GROUP INC.,210-646-9992,Bexar,,29.4976009,-98.7098591,29.4976,-98.7096
1309,LOOP 1604 NORTHWEST SUITE 109,SAN ANTONIO,TX,78258,1309 LOOP 1604 NORTHWEST SUITE 109,GABRIEL'S LIQUOR & WINE,GABRIEL INVESTMENT GROUP INC.,(210) 492-8585,Bexar,,29.44841289,-98.71133933,29.6109,-98.5126
1200,IH 35 NORTH SUITE 101,GAINESVILLE,TX,76240,1200 IH 35 NORTH SUITE 101,GAINESVILLE LIQUOR STORE,CHARISMA GROUP LLC,,Cooke,,33.65611443,-97.17452092,33.6561,-97.1745
2030,E OLTORF STREET SUITE 112,AUSTIN,TX,78741,2030 E OLTORF STREET SUITE 112,GALAXY LIQUORS,CHEERS RETAIL INC.,,Travis,,30.2307805,-97.7321486,30.2308,-97.7321
4613,FORT CROCKET BOULEVARD,GALVESTON,TX,77551,4613 FORT CROCKET BOULEVARD,GALVESTON LIQUOR,"AMIN, ANKITA GAUTAMBHAI",409-765-7003,Galveston,,29.27566962,-94.81254504,29.2759,-94.8136
25602,IH 45N '106',SPRING,TX,77386,25602 IH 45N '106',GARY'S LIQUOR,PG & PHJ INC.,281-364-0330,Montgomery,,30.10125915,-95.35585063,30.1336,-95.4432
2445,W NW HWY SUITE 109C,DALLAS,TX,75220,2445 W NW HWY SUITE 109C,GENE'S LIQUOR,"MATTHEW, REENA S",(214) 358-1806,Dallas,,32.86667614,-96.87617943,32.8611,-96.8816
3020,HWY 82 EAST,GAINESVILLE,TX,76240,3020 HWY 82 EAST,GEORGE'S LIQUOR,HARIKRISHNA BEVERAGES INC.,972-467-4519,Cooke,,33.64349215,-97.11137833,33.6435,-97.1114
2740,WESTERN CENTER BOULEVARD,FORT WORTH,TX,76131,2740 WESTERN CENTER BOULEVARD,GG'S CONVENIENCE STORE,SHREE GANAPATI INC. LLC,817-862-9114,Tarrant,,32.86100051,-97.31904414,32.8606,-97.32
13220,HWY 80 WEST EAST,ODESSA,TX,79765,13220 HWY 80 WEST EAST,GILL LIQUOR,SUNNY GILL LLC,972-878-4899,Midland,,31.92345834,-102.2924971,31.9016,-102.258
13900,HWY 377 SOUTH,FORT WORTH,TX,76126,13900 HWY 377 SOUTH,GINA'S LIQUOR,SYLEEVONG INC.,(817) 443-1494,Tarrant,,32.61836979,-97.53454267,32.6184,-97.5345
1021,N MAIN STREET,TAYLOR,TX,765743233,1021 N MAIN STREET,GK MART,"HERNDEN, JENNIFER MARIE",512-352-3337,Williamson,,30.5769184,-97.4106137,30.5769,-97.4107
4175,GLADYS AVENUE,BEAUMONT,TX,77706,4175 GLADYS AVENUE,GLADYS SMOKE SHOP & LIQUOR,GLADYS SMOKE SHOP INC.,409-434-4577,Jefferson,,30.0932074,-94.146788,30.0931,-94.1467
6458,W LITTLE YORK ROAD,HOUSTON,TX,770911110,6458 W LITTLE YORK ROAD,GLOBAL LIQUOR,DNLP CORPORATION,(713) 849-6006,Harris,,29.86584426,-95.48557352,29.8668,-95.4855
6133,N FRY RD SUITE C,KATY,TX,77449,6133 N FRY RD SUITE C,GM LIQUOR,JUBILEE MUBARAK INC.,281-858-0900,Harris,,29.8624197,-95.7212791,29.8624,-95.7213
3802,CARTWRIGHT ROAD SUITE 101,MISSOURI CITY,TX,77459,3802 CARTWRIGHT ROAD SUITE 101,GOLDEN LIQUOR,GOLDEN LIQUOR LLC,,Fort Bend,,29.58296153,-95.56461247,29.5831,-95.5646
1131,E SEMINARY DRIVE,FORT WORTH,TX,76115,1131 E SEMINARY DRIVE,GOOD TIME LIQUOR,ARN ENTERPRISE INC.,646-407-7592,Tarrant,,32.68445999,-97.31522819,32.6849,-97.3143
5434,CHIMNEY ROCK,HOUSTON,TX,77081,5434 CHIMNEY ROCK,GOOD TIMES SPIRITS,USIN CORPORATION,713-666-8494,Harris,,29.72279871,-95.47658371,29.722,-95.477
6394,RITTIMAN ROAD,SAN ANTONIO,TX,78218,6394 RITTIMAN ROAD,GOODIES LIQUOR,"JENKINS, ANTOINETTE MARIE",210-661-1450,Bexar,,29.4803146,-98.362006,29.4803,-98.3622
104,N STEMMONS,LAKE DALLAS,TX,75065,104 N STEMMONS,GOODY GOODY #14,GOODY GOODY LIQUOR INC.,214-765-9853,Denton ,GOODY GOODY,33.12265516,-97.03395322,33.1234,-97.0339
10370,OLYMPIC DRIVE SUITE A,DALLAS,TX,75220,10370 OLYMPIC DRIVE SUITE A,GOODY GOODY LIQUOR,GOODY GOODY LIQUOR INC.,214-765-6853,Dallas,GOODY GOODY,32.8641,-96.8834,32.8641,-96.8834
824,S CENTRAL EXPRESSWAY #102,ANNA,TX,75409-4581,824 S CENTRAL EXPRESSWAY #102,GOODY GOODY LIQUOR,GOODY GOODY LIQUOR INC.,214-765-6853,Collin,GOODY GOODY,33.3432658,-96.5883983,33.3429,-96.5888
4701,COLLEYVILLE BOULEVARD,COLLEYVILLE,TX,76034,4701 COLLEYVILLE BOULEVARD,GOODY GOODY LIQUOR #26,GOODY GOODY LIQUOR INC.,214-765-6853,Tarrant,GOODY GOODY,32.8781668,-97.1572767,32.8781,-97.1571
3500,LAKEVIEW PARKWAY SUITE 100,ROWLETT,TX,75088,3500 LAKEVIEW PARKWAY SUITE 100,GOODY GOODY LIQUOR #4,GOODY GOODY LIQUOR INC.,214-765-6853,Dallas,GOODY GOODY,32.9073888,-96.56925007,32.9061,-96.5684
2680,HWY 6 SOUTH,HOUSTON,TX,77082-1704,2680 HWY 6 SOUTH,GOODY GOODY LIQUOR #40,GOODY GOODY LIQUOR INC.,281-497-1862,Harris,GOODY GOODY,29.7308127,-95.6453325,29.7309,-95.6453
6401,WOODWAY DRIVE SUITE 149,HOUSTON,TX,77057,6401 WOODWAY DRIVE SUITE 149,GOODY GOODY LIQUOR #43,GOODY GOODY LIQUOR INC.,214-765-6853,Harris,GOODY GOODY,29.7547073,-95.4987234,29.7546,-95.4988
4015,E LOOP 820 SOUTH,FORT WORTH,TX,76119,4015 E LOOP 820 SOUTH,GOODY GOODY LIQUOR #93,GOODY GOODY LIQUOR INC.,972-644-2944,Tarrant,GOODY GOODY,32.6906358,-97.26212771,32.7023,-97.2328
820,S CENTRAL EXPRESSWAY,ANNA,TX,754094579,820 S CENTRAL EXPRESSWAY,GOODY GOODY LIQUOR #95,GOODY GOODY LIQUOR INC.,214-765-6853,Collin,GOODY GOODY,33.3519454,-96.52731141,33.3409,-96.5879
